ticker,date,close,raw_close,high,low,open,volume
^XAX,2002-12-02,813.0,813.0,817.510009765625,809.280029296875,812.6599731445312,652600.0
^XAX,2002-12-03,812.6400146484375,812.6400146484375,815.7100219726562,812.02001953125,813.0,615600.0
^XAX,2002-12-04,822.3900146484375,822.3900146484375,825.9099731445312,812.530029296875,812.6400146484375,696300.0
^XAX,2002-12-05,821.4600219726562,821.4600219726562,828.780029296875,821.3599853515625,822.3900146484375,594000.0
^XAX,2002-12-06,825.25,825.25,830.6400146484375,821.3900146484375,821.4600219726562,640900.0
^XAX,2002-12-09,818.25,818.25,828.25,816.9600219726562,825.25,580800.0
^XAX,2002-12-10,824.9500122070312,824.9500122070312,825.9199829101562,818.0999755859375,818.239990234375,516600.0
^XAX,2002-12-11,824.760009765625,824.760009765625,825.7000122070312,818.9500122070312,824.9500122070312,520700.0
^XAX,2002-12-12,825.52001953125,825.52001953125,827.4500122070312,820.9400024414062,824.760009765625,642700.0
^XAX,2002-12-13,824.5399780273438,824.5399780273438,830.6599731445312,824.4299926757812,825.52001953125,670200.0
^XAX,2002-12-16,830.7100219726562,830.7100219726562,830.72998046875,824.3499755859375,824.5399780273438,592600.0
^XAX,2002-12-17,829.030029296875,829.030029296875,832.8200073242188,827.9099731445312,830.7100219726562,592600.0
^XAX,2002-12-18,820.8599853515625,820.8599853515625,829.0999755859375,820.1900024414062,829.02001953125,665900.0
^XAX,2002-12-19,822.9600219726562,822.9600219726562,827.280029296875,820.52001953125,820.8599853515625,725300.0
^XAX,2002-12-20,826.8200073242188,826.8200073242188,828.1099853515625,822.6799926757812,822.9600219726562,600500.0
^XAX,2002-12-23,829.0999755859375,829.0999755859375,830.280029296875,826.7000122070312,826.8200073242188,488700.0
^XAX,2002-12-24,829.4500122070312,829.4500122070312,832.3300170898438,827.8200073242188,829.0999755859375,240900.0
^XAX,2002-12-26,830.9099731445312,830.9099731445312,832.5999755859375,828.5599975585938,829.4500122070312,377100.0
^XAX,2002-12-27,821.3900146484375,821.3900146484375,831.2999877929688,820.8099975585938,830.9099731445312,466900.0
^XAX,2002-12-30,820.7899780273438,820.7899780273438,826.1799926757812,817.719970703125,821.3900146484375,621900.0
^XAX,2002-12-31,824.3800048828125,824.3800048828125,827.7000122070312,819.2000122070312,820.7899780273438,602900.0
