ticker,date,close,raw_close,high,low,open,volume
^MERV,2002-12-02,513.530029296875,513.530029296875,514.8599853515625,497.80999755859375,497.80999755859375,0.0
^MERV,2002-12-03,517.8300170898438,517.8300170898438,529.4299926757812,515.1500244140625,515.1500244140625,0.0
^MERV,2002-12-04,515.0700073242188,515.0700073242188,525.6199951171875,510.2900085449219,519.510009765625,0.0
^MERV,2002-12-05,517.2100219726562,517.2100219726562,517.9600219726562,509.0400085449219,515.0399780273438,0.0
^MERV,2002-12-06,517.030029296875,517.030029296875,517.030029296875,509.2300109863281,516.3599853515625,0.0
^MERV,2002-12-09,504.3800048828125,504.3800048828125,517.1400146484375,501.2900085449219,516.0800170898438,0.0
^MERV,2002-12-10,506.0499877929688,506.0499877929688,513.5999755859375,504.0299987792969,506.9700012207031,0.0
^MERV,2002-12-11,490.0199890136719,490.0199890136719,508.4100036621094,488.80999755859375,507.0799865722656,0.0
^MERV,2002-12-12,485.5499877929688,485.5499877929688,491.8200073242188,483.3599853515625,489.25,0.0
^MERV,2002-12-13,469.6900024414063,469.6900024414063,485.2099914550781,464.510009765625,485.0400085449219,0.0
^MERV,2002-12-16,489.510009765625,489.510009765625,491.8599853515625,469.6900024414063,469.6900024414063,0.0
^MERV,2002-12-17,480.9400024414063,480.9400024414063,494.6400146484375,479.3500061035156,489.8299865722656,0.0
^MERV,2002-12-18,487.55999755859375,487.55999755859375,490.7099914550781,475.8900146484375,478.4100036621094,0.0
^MERV,2002-12-19,496.0899963378906,496.0899963378906,496.4700012207031,487.4599914550781,488.4100036621094,0.0
^MERV,2002-12-20,503.8999938964844,503.8999938964844,507.3699951171875,493.9700012207031,495.5400085449219,0.0
^MERV,2002-12-23,520.8200073242188,520.8200073242188,520.8200073242188,506.55999755859375,506.55999755859375,0.0
^MERV,2002-12-24,523.4400024414062,523.4400024414062,529.2999877929688,520.9299926757812,521.719970703125,0.0
^MERV,2002-12-26,519.0700073242188,519.0700073242188,531.6500244140625,518.47998046875,523.4400024414062,0.0
^MERV,2002-12-27,517.9299926757812,517.9299926757812,527.4299926757812,515.3099975585938,519.3200073242188,0.0
^MERV,2002-12-30,525.0900268554688,525.0900268554688,525.0900268554688,518.1099853515625,518.1799926757812,0.0
^MERV,2002-12-31,524.9500122070312,524.9500122070312,526.530029296875,519.5900268554688,525.0399780273438,0.0
^MERV,2003-01-02,520.5499877929688,520.5499877929688,527.72998046875,519.239990234375,524.9600219726562,0.0
^MERV,2003-01-03,530.6400146484375,530.6400146484375,530.6400146484375,518.3200073242188,520.5499877929688,0.0
^MERV,2003-01-06,554.4299926757812,554.4299926757812,555.5599975585938,530.6400146484375,530.6400146484375,0.0
^MERV,2003-01-07,559.6500244140625,559.6500244140625,565.4500122070312,555.030029296875,555.1400146484375,0.0
^MERV,2003-01-08,569.9000244140625,569.9000244140625,574.1900024414062,556.8699951171875,560.6300048828125,0.0
^MERV,2003-01-09,591.0900268554688,591.0900268554688,591.1599731445312,570.1699829101562,570.1699829101562,0.0
^MERV,2003-01-10,575.7999877929688,575.7999877929688,609.97998046875,573.4199829101562,592.5800170898438,0.0
^MERV,2003-01-13,581.8599853515625,581.8599853515625,588.97998046875,569.2999877929688,575.77001953125,0.0
^MERV,2003-01-14,591.0999755859375,591.0999755859375,598.5900268554688,585.530029296875,585.530029296875,0.0
^MERV,2003-01-15,586.9500122070312,586.9500122070312,594.4299926757812,582.7000122070312,591.1400146484375,0.0
^MERV,2003-01-16,596.5800170898438,596.5800170898438,606.3599853515625,585.4000244140625,588.77001953125,0.0
^MERV,2003-01-17,577.2000122070312,577.2000122070312,601.1199951171875,575.8900146484375,596.5999755859375,0.0
^MERV,2003-01-20,575.739990234375,575.739990234375,577.989990234375,569.9400024414062,577.030029296875,0.0
