ticker,date,close,raw_close,high,low,open,volume
^GSPTSE,2002-12-02,6665.2998046875,6665.2998046875,6671.10009765625,6570.39990234375,6652.0,19983300000.0
^GSPTSE,2002-12-03,6640.60009765625,6640.60009765625,6665.2998046875,6614.2998046875,6639.2001953125,20756760000.0
^GSPTSE,2002-12-04,6610.39990234375,6610.39990234375,6640.60009765625,6570.7001953125,6611.39990234375,17904470000.0
^GSPTSE,2002-12-05,6542.0,6542.0,6651.89990234375,6532.7001953125,6610.39990234375,15528260000.0
^GSPTSE,2002-12-06,6577.2001953125,6577.2001953125,6594.89990234375,6491.7998046875,6501.10009765625,14968960000.0
^GSPTSE,2002-12-09,6504.10009765625,6504.10009765625,6592.7001953125,6504.10009765625,6569.89990234375,17046630000.0
^GSPTSE,2002-12-10,6597.2001953125,6597.2001953125,6597.2001953125,6504.10009765625,6522.5,14990630000.0
^GSPTSE,2002-12-11,6587.2998046875,6587.2998046875,6619.2998046875,6568.39990234375,6581.39990234375,15888150000.0
^GSPTSE,2002-12-12,6637.10009765625,6637.10009765625,6648.39990234375,6587.2998046875,6614.7001953125,17436890000.0
^GSPTSE,2002-12-13,6664.2998046875,6664.2998046875,6666.0,6617.2998046875,6626.2998046875,18123690000.0
^GSPTSE,2002-12-16,6724.39990234375,6724.39990234375,6724.60009765625,6661.7998046875,6668.7001953125,14045890000.0
^GSPTSE,2002-12-17,6621.5,6621.5,6725.5,6611.2998046875,6715.89990234375,16275320000.0
^GSPTSE,2002-12-18,6560.89990234375,6560.89990234375,6621.5,6542.89990234375,6598.2998046875,14193910000.0
^GSPTSE,2002-12-19,6537.0,6537.0,6592.89990234375,6519.39990234375,6557.2001953125,15163440000.0
^GSPTSE,2002-12-20,6560.60009765625,6560.60009765625,6575.89990234375,6522.0,6542.5,15201820000.0
^GSPTSE,2002-12-23,6628.2998046875,6628.2998046875,6634.2998046875,6552.60009765625,6560.60009765625,6729210000.0
^GSPTSE,2002-12-24,6609.10009765625,6609.10009765625,6628.2998046875,6600.89990234375,6612.10009765625,2935230000.0
^GSPTSE,2002-12-27,6595.7998046875,6595.7998046875,6643.0,6593.2998046875,6625.89990234375,3998900000.0
^GSPTSE,2002-12-30,6617.60009765625,6617.60009765625,6630.39990234375,6581.2998046875,6608.60009765625,7509960000.0
^GSPTSE,2002-12-31,6614.5,6614.5,6650.7001953125,6610.0,6619.7998046875,5741190000.0
^GSPTSE,2003-01-02,6740.10009765625,6740.10009765625,6741.7001953125,6614.5,6632.2998046875,7640670000.0
^GSPTSE,2003-01-03,6772.7001953125,6772.7001953125,6773.7998046875,6733.10009765625,6739.60009765625,7478040000.0
^GSPTSE,2003-01-06,6837.2998046875,6837.2998046875,6852.5,6772.60009765625,6795.5,14226630000.0
^GSPTSE,2003-01-07,6802.7998046875,6802.7998046875,6842.5,6793.2001953125,6840.89990234375,15035120000.0
